frame_file,frame_idx,class,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2
frame_00000.jpg,0,person,0.6664817333221436,19.942139,2.1171875,715.99805,1234.9839
frame_00001.jpg,1,person,0.6934123039245605,18.420654,2.1099854,714.5615,1235.8435
frame_00002.jpg,2,person,0.7526387572288513,18.772583,2.1339111,715.49243,1234.6372
frame_00003.jpg,3,person,0.7026482820510864,17.654907,2.0961914,716.2357,1236.5159
frame_00004.jpg,4,person,0.6998825669288635,18.323242,1.888794,716.2051,1235.4156
frame_00005.jpg,5,person,0.7417254447937012,7.8415527,1.9464111,718.0695,1262.3811
frame_00006.jpg,6,person,0.6726388931274414,17.534668,2.1450195,716.48376,1233.4102
frame_00007.jpg,7,person,0.7153512835502625,24.598389,0.7891846,720.0,1236.9994
frame_00008.jpg,8,person,0.72957444190979,22.504395,0.86364746,720.0,1236.5284
frame_00009.jpg,9,person,0.7215330600738525,23.411682,0.6915283,720.0,1238.573
frame_00010.jpg,10,person,0.681889533996582,21.491577,1.1219482,720.0,1238.2218
frame_00011.jpg,11,person,0.7059851884841919,25.830933,0.8696289,719.15027,1170.831
frame_00012.jpg,12,person,0.7212467193603516,31.615967,1.0354004,720.0,1174.2224
frame_00013.jpg,13,person,0.7139458656311035,31.056396,1.0876465,720.0,1172.3433
frame_00014.jpg,14,person,0.7225584983825684,26.869873,0.9511719,717.7943,1170.4072
frame_00015.jpg,15,person,0.7310217022895813,27.027588,0.96655273,717.5751,1171.2253
frame_00016.jpg,16,person,0.7017116546630859,28.54541,1.0124512,717.5725,1172.311
frame_00017.jpg,17,person,0.6904529929161072,26.59143,1.1495361,717.46484,1170.9207
frame_00018.jpg,18,person,0.7125650644302368,0.0,1.9139404,719.3021,1280.0
frame_00019.jpg,19,person,0.7846645712852478,0.0,0.56066895,718.3854,1280.0
frame_00020.jpg,20,person,0.8126263618469238,0.0,0.2475586,718.53595,1280.0
frame_00021.jpg,21,person,0.7850441932678223,0.0,0.0,717.84265,1279.4958
frame_00022.jpg,22,person,0.725979745388031,0.0,0.0,717.84216,1278.1278
frame_00023.jpg,23,person,0.7613247632980347,0.0,0.0,717.8124,1278.0427
frame_00024.jpg,24,person,0.7858844995498657,0.0,0.0,716.9354,1277.8987
frame_00025.jpg,25,person,0.7277772426605225,1.039856,0.0,715.8533,1276.0498
frame_00026.jpg,26,person,0.8165262937545776,0.0,0.0,719.6454,1276.743
frame_00027.jpg,27,person,0.7995092868804932,0.0,0.16931152,716.3704,1279.9651
frame_00028.jpg,28,person,0.8054069876670837,0.0,1.512085,717.92053,1280.0
frame_00029.jpg,29,person,0.7861087322235107,0.0,9.0147705,720.0,1280.0
frame_00030.jpg,30,person,0.8289262652397156,0.0,0.0,719.5399,1271.3643
frame_00030.jpg,30,person,0.3464561998844147,1.2174683,568.51086,168.60147,1047.0304
frame_00031.jpg,31,person,0.838564395904541,0.0,0.0,720.0,1271.0828
frame_00031.jpg,31,person,0.27753132581710815,0.41677856,570.7505,165.97011,1049.0629
frame_00032.jpg,32,person,0.820772111415863,0.0,0.0,720.0,1269.9604
frame_00032.jpg,32,person,0.37475743889808655,0.9223938,573.7189,164.43318,1052.9716
frame_00033.jpg,33,person,0.8383224010467529,0.0,0.0,720.0,1270.0632
frame_00033.jpg,33,person,0.32414257526397705,1.0796814,576.8154,161.98918,1057.8635
frame_00034.jpg,34,person,0.838492214679718,0.0,0.0,719.15234,1269.1829
frame_00035.jpg,35,person,0.7884446978569031,0.0,0.0,719.3882,1274.4519
frame_00036.jpg,36,person,0.8342605829238892,0.0,0.0,720.0,1279.3992
frame_00036.jpg,36,person,0.29805272817611694,0.91397095,584.8219,153.48743,1068.8405
frame_00037.jpg,37,person,0.8379484415054321,0.0,0.0,720.0,1280.0
frame_00038.jpg,38,person,0.8523792028427124,0.0,0.0,720.0,1278.4575
frame_00039.jpg,39,person,0.8564499020576477,0.0,0.0,720.0,1269.6176
frame_00040.jpg,40,person,0.8464196920394897,0.0,0.0,720.0,1263.9924
frame_00040.jpg,40,person,0.28977417945861816,0.0,594.54785,150.63542,1080.3082
frame_00041.jpg,41,person,0.8334106206893921,0.0,0.0,720.0,1262.9891
frame_00041.jpg,41,person,0.2632380425930023,0.0,597.93005,150.98662,1082.5166
frame_00042.jpg,42,person,0.8456059694290161,0.0,0.0,720.0,1280.0
frame_00043.jpg,43,person,0.8745631575584412,0.0,0.0,720.0,1270.6407
frame_00044.jpg,44,person,0.855104386806488,0.0,0.40283203,720.0,1279.6338
frame_00045.jpg,45,person,0.8611366748809814,0.0,0.0,720.0,1268.5598
frame_00045.jpg,45,person,0.25187385082244873,0.0,611.0172,145.1938,1102.4581
frame_00046.jpg,46,person,0.8469438552856445,0.0,0.22998047,720.0,1279.5795
frame_00047.jpg,47,person,0.8509900569915771,0.0,0.0,720.0,1279.7871
frame_00048.jpg,48,person,0.8510284423828125,0.0,0.0,720.0,1278.5076
