frame_file,frame_idx,class,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2
frame_00000.jpg,0,person,0.730415940284729,284.19623,241.91089,613.909,1278.7644
frame_00000.jpg,0,chair,0.6162410378456116,2.8738785,1044.3326,225.44473,1279.32
frame_00000.jpg,0,clock,0.446432501077652,20.433792,693.20496,152.54393,838.6315
frame_00000.jpg,0,potted plant,0.4277651607990265,548.37744,915.74976,720.0,1279.2983
frame_00001.jpg,1,person,0.7754208445549011,280.7932,232.19922,601.3992,1276.2345
frame_00001.jpg,1,chair,0.5927649736404419,2.9433289,1044.7065,226.44855,1279.3115
frame_00001.jpg,1,potted plant,0.5006261467933655,536.21204,925.201,720.0,1279.4182
frame_00001.jpg,1,clock,0.4967062771320343,24.254745,693.673,153.50372,839.443
frame_00001.jpg,1,vase,0.30677923560142517,180.22855,727.5412,237.50394,831.767
frame_00001.jpg,1,chair,0.2525796890258789,2.6036377,1114.9486,226.0787,1279.3478
frame_00002.jpg,2,person,0.7795500755310059,256.94476,238.94385,596.897,1276.8918
frame_00002.jpg,2,chair,0.5995186567306519,2.2736053,1041.3379,227.70866,1279.5942
frame_00002.jpg,2,potted plant,0.5469422936439514,507.0564,923.98926,720.0,1279.6699
frame_00002.jpg,2,clock,0.45620599389076233,24.203094,692.89984,155.39572,840.184
frame_00002.jpg,2,vase,0.34842774271965027,181.11005,727.566,239.13892,837.4969
frame_00003.jpg,3,person,0.8139553070068359,249.73279,235.15967,590.4841,1279.9985
frame_00003.jpg,3,chair,0.5947840213775635,2.8086548,1040.7107,231.10724,1279.218
frame_00003.jpg,3,potted plant,0.5866668820381165,492.24597,924.06885,719.37024,1279.3584
frame_00003.jpg,3,clock,0.3337361216545105,28.195847,693.32874,156.86597,840.88635
frame_00003.jpg,3,vase,0.33044955134391785,182.55017,727.6245,240.56494,839.2185
frame_00004.jpg,4,person,0.8557368516921997,212.4823,236.98401,576.6875,1279.2806
frame_00004.jpg,4,chair,0.6506896018981934,2.488739,1040.325,230.35275,1279.4436
frame_00004.jpg,4,potted plant,0.6309503316879272,499.2323,926.6251,719.8522,1279.2394
frame_00004.jpg,4,clock,0.32527050375938416,27.166656,693.5764,158.41931,841.3706
frame_00004.jpg,4,vase,0.2994092106819153,184.58765,728.11475,241.82654,835.083
frame_00005.jpg,5,person,0.8057292103767395,180.93054,236.40002,574.089,1277.6158
frame_00005.jpg,5,potted plant,0.5783652067184448,482.27,924.5484,718.8103,1279.2466
frame_00005.jpg,5,chair,0.3092763125896454,2.4442139,1038.1943,237.50879,1279.5581
frame_00005.jpg,5,clock,0.26390162110328674,30.815094,694.34863,161.08395,842.45044
frame_00006.jpg,6,person,0.7902291417121887,136.6264,240.47925,565.8743,1275.9104
frame_00006.jpg,6,potted plant,0.5114194750785828,470.73572,926.2461,718.3324,1279.1921
frame_00006.jpg,6,chair,0.4074210524559021,2.438675,1036.7607,216.70409,1279.6167
frame_00007.jpg,7,person,0.7303484082221985,222.64795,226.24475,571.6682,1275.5568
frame_00007.jpg,7,potted plant,0.5312477946281433,479.58548,929.68604,716.4912,1279.585
frame_00008.jpg,8,person,0.8043237924575806,211.40857,224.83545,591.9831,1278.7874
