frame_file,frame_idx,class,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2
frame_00000.jpg,0,person,0.9264262318611145,1.8391724,77.56848,672.07153,1279.6298
frame_00000.jpg,0,cell phone,0.4708081781864166,436.61957,613.30615,500.0274,698.81384
frame_00001.jpg,1,person,0.9280505180358887,8.885864,88.60083,675.73486,1279.293
frame_00002.jpg,2,person,0.9288008809089661,9.381958,92.807495,677.8113,1279.1117
frame_00002.jpg,2,cell phone,0.27801012992858887,442.31415,620.75415,503.0323,701.6892
frame_00003.jpg,3,person,0.9281492233276367,9.916565,93.67505,678.5395,1279.3835
frame_00003.jpg,3,cell phone,0.2521771788597107,443.03363,621.7323,503.39697,701.6166
frame_00004.jpg,4,person,0.9259610772132874,9.765198,93.07117,679.5994,1280.0
frame_00004.jpg,4,cell phone,0.3447503447532654,443.22736,622.85535,504.9021,702.9298
frame_00005.jpg,5,person,0.9295103549957275,9.992554,92.32202,681.2634,1280.0
frame_00006.jpg,6,person,0.9331706762313843,11.247681,95.100586,682.2294,1280.0
frame_00007.jpg,7,person,0.9363036155700684,11.843445,96.77734,684.2685,1280.0
frame_00007.jpg,7,vase,0.25467053055763245,545.9871,324.987,682.9135,490.6568
frame_00008.jpg,8,person,0.9347094893455505,13.294861,98.26355,686.2343,1280.0
frame_00009.jpg,9,person,0.9360681176185608,14.053589,100.43286,687.56433,1280.0
frame_00010.jpg,10,person,0.9300329685211182,15.307129,99.90674,689.44055,1280.0
frame_00011.jpg,11,person,0.9257978200912476,16.61322,99.22595,691.6065,1280.0
frame_00012.jpg,12,person,0.9267560839653015,17.648071,101.04822,692.78796,1280.0
frame_00013.jpg,13,person,0.9255551695823669,18.192749,96.71008,696.5965,1280.0
frame_00014.jpg,14,person,0.919962465763092,19.59253,90.63818,701.6815,1280.0
frame_00014.jpg,14,cell phone,0.3112984895706177,461.27078,636.08765,523.10425,719.0154
frame_00015.jpg,15,person,0.9222659468650818,21.001465,89.91589,703.4192,1280.0
frame_00015.jpg,15,cell phone,0.38778647780418396,461.55084,636.51917,523.8841,719.5167
frame_00016.jpg,16,person,0.9258357286453247,23.376831,91.20911,705.6917,1280.0
frame_00016.jpg,16,cell phone,0.443652480840683,462.64984,637.8328,525.4578,720.38434
frame_00017.jpg,17,person,0.9286062121391296,23.456238,90.73096,707.33026,1279.9264
frame_00017.jpg,17,cell phone,0.47999754548072815,463.7174,638.84125,528.27844,721.59894
frame_00018.jpg,18,person,0.9256408214569092,23.50531,93.47693,707.29193,1279.8289
frame_00018.jpg,18,cell phone,0.4334383010864258,463.9332,638.98553,528.7457,721.9571
frame_00019.jpg,19,person,0.9205380082130432,23.873901,93.541626,707.3318,1279.4353
frame_00019.jpg,19,cell phone,0.4505084455013275,464.84882,638.77295,528.8825,721.9133
frame_00019.jpg,19,remote,0.26864689588546753,324.32178,1037.7212,530.3678,1278.9219
frame_00020.jpg,20,person,0.9203033447265625,23.354248,90.50928,708.1138,1278.1589
frame_00020.jpg,20,cell phone,0.4279256761074066,466.087,639.2684,529.9237,722.5931
frame_00020.jpg,20,remote,0.33595192432403564,320.5921,1030.9697,534.9679,1276.3486
frame_00021.jpg,21,person,0.917689323425293,23.361328,89.73816,708.42395,1277.9386
frame_00021.jpg,21,cell phone,0.35794907808303833,466.59048,639.21936,530.47815,722.4779
frame_00021.jpg,21,remote,0.3395473062992096,316.91626,1032.7263,536.58057,1277.6687
frame_00022.jpg,22,person,0.9141271114349365,24.099731,89.07471,709.3654,1278.8743
frame_00022.jpg,22,remote,0.39333292841911316,320.8982,1035.1045,539.4497,1280.0
frame_00022.jpg,22,cell phone,0.36432909965515137,468.0066,639.04517,531.5957,722.79297
frame_00022.jpg,22,remote,0.2665562331676483,433.02106,1052.427,538.29706,1150.612
frame_00023.jpg,23,person,0.9180302619934082,24.395813,87.4845,711.07983,1279.0269
frame_00023.jpg,23,remote,0.40056976675987244,318.75775,1032.6458,543.0283,1278.2971
frame_00023.jpg,23,cell phone,0.30745458602905273,470.06262,639.852,533.32117,721.8105
frame_00024.jpg,24,person,0.917747437953949,23.089355,86.69214,711.4761,1278.5464
frame_00024.jpg,24,cell phone,0.3449523448944092,470.4842,640.303,533.5058,721.93726
frame_00024.jpg,24,remote,0.3194150924682617,315.7635,1032.6157,543.5527,1279.4448
